order_id,product_id,quantity,sales,last_updated_at
610,414,4,15.56,12/13/2024
610,29,2,353.57,12/13/2024
610,217,2,13.96,12/13/2024
3285,1481,5,82.95,12/13/2024
2421,491,2,39.68,12/13/2024
2291,1521,3,479.97,12/13/2024
2739,998,2,7.38,12/13/2024
2739,824,3,14.26,12/13/2024
2739,1024,2,81.98,12/13/2024
2739,843,3,39.62,12/13/2024
3145,330,7,399.67,12/13/2024
3455,1332,4,65.12,12/13/2024
4816,280,5,30.56,12/13/2024
2898,388,2,20.77,12/13/2024
4548,1325,4,39.81,12/13/2024
1279,816,6,121.1,12/13/2024
1279,1593,5,111.96,12/13/2024
1543,1059,3,15.7,12/13/2024
1637,1403,3,70.26,12/13/2024
1637,1531,5,90,12/13/2024
1637,664,2,6.1,12/13/2024
1637,359,2,481.18,12/13/2024
1637,935,4,7.24,12/13/2024
1814,44,5,177.45,12/13/2024
1814,661,6,1369.76,12/13/2024
1814,462,3,9.48,12/13/2024
3993,13,2,130.98,12/13/2024
705,610,5,174.95,12/13/2024
705,1311,5,826,12/13/2024
3830,155,7,139.58,12/13/2024
3165,1483,5,399.95,12/13/2024
368,848,3,12.39,12/13/2024
4932,661,5,760.98,12/13/2024
3766,709,6,67.86,12/13/2024
904,913,11,31.5,12/13/2024
904,986,1,5.04,12/13/2024
904,655,7,39.88,12/13/2024
904,139,1,4.71,12/13/2024
1908,130,3,194.35,12/13/2024
4420,125,2,97.42,12/13/2024
2716,1410,5,704.76,12/13/2024
2716,741,3,27.4,12/13/2024
520,915,5,5.7,12/13/2024
520,203,3,14.19,12/13/2024
520,1439,2,7.3,12/13/2024
520,1510,2,199.98,12/13/2024
520,1566,4,144.96,12/13/2024
520,1485,2,118,12/13/2024
520,1197,1,48.94,12/13/2024
520,472,2,22.66,12/13/2024
2772,795,1,0.84,12/13/2024
2525,1166,6,30.96,12/13/2024
3306,38,5,723.92,12/13/2024
1219,143,4,21.97,12/13/2024
1219,1728,6,619.15,12/13/2024
1219,1147,7,127.9,12/13/2024
3339,320,5,94.2,12/13/2024
1990,1455,5,49.5,12/13/2024
2705,618,5,16.52,12/13/2024
2477,805,4,55.36,12/13/2024
2477,1632,1,11.56,12/13/2024
1581,1289,4,17.12,12/13/2024
4335,315,3,182.35,12/13/2024
4335,1386,2,118.16,12/13/2024
4070,945,2,18.37,12/13/2024
4070,120,3,600.56,12/13/2024
4070,1316,3,50.35,12/13/2024
4070,615,6,28.03,12/13/2024
4070,298,1,7.69,12/13/2024
3630,374,5,517.41,12/13/2024
1896,687,8,8.61,12/13/2024
1896,1512,5,159.56,12/13/2024
2370,442,7,2104.55,12/13/2024
2370,1460,5,40.7,12/13/2024
419,1541,3,47.79,12/13/2024
2841,553,2,5.16,12/13/2024
2558,1503,7,21.21,12/13/2024
3546,1412,6,96.36,12/13/2024
2373,1451,2,231.72,12/13/2024
2373,913,5,17.9,12/13/2024
2373,1195,2,12.48,12/13/2024
21,551,3,8.02,12/13/2024
2269,1822,2,259.9,12/13/2024
2269,1737,2,247.19,12/13/2024
2269,1476,5,279.96,12/13/2024
1988,1486,5,450,12/13/2024
4221,1142,3,19.44,12/13/2024
3350,358,1,300.9,12/13/2024
3185,1719,3,239.98,12/13/2024
3185,300,4,31.17,12/13/2024
3185,366,2,120.96,12/13/2024
3185,1707,8,2239.94,12/13/2024
3185,465,8,76.61,12/13/2024
3185,1348,1,142.78,12/13/2024
3185,1044,5,91.36,12/13/2024
1243,441,2,3.55,12/13/2024
1870,1841,8,115.14,12/13/2024
4267,907,1,4.71,12/13/2024
559,124,2,172.76,12/13/2024
559,583,2,3.52,12/13/2024
234,1844,4,79.97,12/13/2024
234,40,3,305.97,12/13/2024
234,1331,3,344.91,12/13/2024
80,353,3,626.35,12/13/2024
4448,19,3,359.5,12/13/2024
3536,1687,6,71.95,12/13/2024
3536,791,5,29.8,12/13/2024
3234,761,1,1.82,12/13/2024
2026,403,4,64.38,12/13/2024
2026,183,2,6.98,12/13/2024
2026,583,8,11.26,12/13/2024
2026,1035,3,15.55,12/13/2024
2026,53,2,379.37,12/13/2024
2026,1380,9,67.54,12/13/2024
2026,699,2,1.52,12/13/2024
4610,1201,7,37.41,12/13/2024
4610,1027,6,25.34,12/13/2024
3773,598,4,46.2,12/13/2024
852,1536,3,4.73,12/13/2024
852,210,3,53.35,12/13/2024
852,25,2,131.1,12/13/2024
852,1380,3,22.51,12/13/2024
852,1586,7,72.74,12/13/2024
943,1448,3,52.59,12/13/2024
3125,1241,3,19.44,12/13/2024
3125,181,3,126.3,12/13/2024
3125,1577,5,1287.45,12/13/2024
4357,1354,4,64.96,12/13/2024
2777,1348,3,535.41,12/13/2024
4032,786,5,8.1,12/13/2024
4866,621,4,13.25,12/13/2024
4866,1756,2,83.99,12/13/2024
2502,13,2,261.96,12/13/2024
464,1376,2,24.56,12/13/2024
947,1540,3,85.14,12/13/2024
947,1852,1,21.99,12/13/2024
947,467,5,406.6,12/13/2024
2475,783,2,841.57,12/13/2024
408,1226,3,15.55,12/13/2024
408,1587,5,252,12/13/2024
1003,495,4,46.2,12/13/2024
1003,393,2,28.84,12/13/2024
3706,589,3,14.59,12/13/2024
3706,522,3,89.86,12/13/2024
3706,1292,3,13.87,12/13/2024
3084,1162,3,12.19,12/13/2024
2320,1126,8,45.06,12/13/2024
2320,843,6,29.72,12/13/2024
2320,1139,3,15.55,12/13/2024
2320,399,2,447.7,12/13/2024
4782,1579,1,159.99,12/13/2024
1437,1039,2,12.96,12/13/2024
1437,444,4,134.48,12/13/2024
1787,1047,2,17.12,12/13/2024
2361,715,2,6.1,12/13/2024
2361,322,4,1114.27,12/13/2024
1071,1258,5,32.4,12/13/2024
1071,1349,3,540.57,12/13/2024
1071,760,5,167.76,12/13/2024
4440,344,3,393.17,12/13/2024
4774,265,7,516.49,12/13/2024
4774,160,6,1007.23,12/13/2024
4774,367,12,2065.32,12/13/2024
4774,1076,3,15.55,12/13/2024
4774,1177,6,25.34,12/13/2024
3427,206,4,25.47,12/13/2024
3534,542,2,27.17,12/13/2024
3534,48,2,78.85,12/13/2024
3186,1312,5,173.8,12/13/2024
2859,1804,1,29.59,12/13/2024
2859,827,2,4.75,12/13/2024
2859,1172,3,15.55,12/13/2024
977,296,2,204.6,12/13/2024
3843,100,2,321.57,12/13/2024
1589,647,2,6.24,12/13/2024
2027,860,2,21.88,12/13/2024
340,970,2,4.61,12/13/2024
3513,1003,2,9.82,12/13/2024
3513,620,3,35.97,12/13/2024
3513,1280,2,12.96,12/13/2024
3513,1098,4,191.6,12/13/2024
3513,970,3,8.64,12/13/2024
3513,1334,3,501.81,12/13/2024
201,177,6,127.1,12/13/2024
201,1856,3,124.2,12/13/2024
201,702,2,18.59,12/13/2024
201,962,3,30.07,12/13/2024
4737,1821,7,160.93,12/13/2024
4737,828,3,75.79,12/13/2024
4722,724,2,1.08,12/13/2024
3985,1633,2,3059.98,12/13/2024
2399,673,2,3.28,12/13/2024
1560,1259,3,34.02,12/13/2024
2390,103,6,599.29,12/13/2024
728,476,1,3.39,12/13/2024
728,1707,2,559.98,12/13/2024
728,60,5,603.92,12/13/2024
2806,969,2,7.97,12/13/2024
2806,851,4,27.97,12/13/2024
2806,1660,3,336.51,12/13/2024
1424,806,2,1.11,12/13/2024
4153,291,5,520.05,12/13/2024
4153,544,3,17.97,12/13/2024
1505,121,5,1166.92,12/13/2024
1853,678,2,14.62,12/13/2024
1782,932,3,10.23,12/13/2024
1782,1228,5,154.9,12/13/2024
224,799,7,2715.93,12/13/2024
224,1737,3,617.97,12/13/2024
1615,893,1,10.67,12/13/2024
1615,1416,3,36.63,12/13/2024
1615,241,5,24.1,12/13/2024
1615,203,7,33.11,12/13/2024
2561,567,2,44.02,12/13/2024
1121,1555,7,2309.65,12/13/2024
1121,352,7,1090.78,12/13/2024
1121,1280,3,19.44,12/13/2024
1140,1297,3,484.65,12/13/2024
948,1130,3,115.3,12/13/2024
874,875,3,7.08,12/13/2024
874,726,3,4.4,12/13/2024
4755,1110,5,44.75,12/13/2024
3508,1832,2,95.98,12/13/2024
689,192,4,151.72,12/13/2024
3169,313,3,155.25,12/13/2024
3169,1408,1,14.03,12/13/2024
4406,361,13,1618.37,12/13/2024
4406,1562,1,99.6,12/13/2024
1238,1257,5,32.4,12/13/2024
907,217,2,13.96,12/13/2024
907,172,3,155.82,12/13/2024
907,1844,5,124.95,12/13/2024
907,1353,5,601.65,12/13/2024
1116,510,3,22.74,12/13/2024
1116,54,3,1267.53,12/13/2024
1116,1679,8,1379.92,12/13/2024
1670,884,2,6.21,12/13/2024
2954,656,2,11.81,12/13/2024
2111,1090,3,15.55,12/13/2024
2111,1231,3,63.31,12/13/2024
2111,1692,2,15.59,12/13/2024
731,1052,5,177.2,12/13/2024
731,1831,3,197.97,12/13/2024
731,106,3,854.94,12/13/2024
731,161,9,124.11,12/13/2024
731,964,5,14.4,12/13/2024
1846,1083,3,15.7,12/13/2024
1846,778,2,2.63,12/13/2024
1846,659,3,14.43,12/13/2024
1900,283,2,86.62,12/13/2024
1152,790,3,36.62,12/13/2024
3239,479,7,23.97,12/13/2024
3239,633,3,28.73,12/13/2024
2129,328,4,697.16,12/13/2024
1749,1601,2,31.86,12/13/2024
1749,14,3,722.35,12/13/2024
3104,508,5,8.84,12/13/2024
3104,380,9,58.46,12/13/2024
3856,86,14,254.6,12/13/2024
2784,1737,5,1363.96,12/13/2024
2784,286,3,102.36,12/13/2024
476,1705,12,1113.5,12/13/2024
476,1510,1,99.99,12/13/2024
4465,151,2,168.46,12/13/2024
4465,1102,2,6.72,12/13/2024
4465,302,9,282.89,12/13/2024
934,496,2,11.16,12/13/2024
934,306,2,108.4,12/13/2024
934,749,3,82.34,12/13/2024
934,781,4,9.09,12/13/2024
4140,682,4,19.94,12/13/2024
4140,703,2,65.57,12/13/2024
1776,922,3,4.42,12/13/2024
4405,107,2,107.77,12/13/2024
1600,425,3,45.22,12/13/2024
1600,944,7,10.42,12/13/2024
1600,632,3,7.87,12/13/2024
1600,1765,3,118.78,12/13/2024
1600,935,1,1.45,12/13/2024
1600,822,5,55.47,12/13/2024
2591,66,4,194.85,12/13/2024
4899,1441,1,1.74,12/13/2024
4457,698,4,25.18,12/13/2024
1395,597,7,19.46,12/13/2024
2520,1149,3,29.47,12/13/2024
2953,786,2,8.64,12/13/2024
2235,795,5,6.27,12/13/2024
2235,847,7,4.37,12/13/2024
2235,1569,2,31.98,12/13/2024
2666,481,7,40.88,12/13/2024
3456,420,2,119.96,12/13/2024
3456,1341,3,31.44,12/13/2024
3456,658,1,6.88,12/13/2024
925,1046,4,19.92,12/13/2024
925,98,9,1106.91,12/13/2024
4632,328,8,836.59,12/13/2024
4632,1209,1,26.38,12/13/2024
4632,1391,2,362.92,12/13/2024
4632,1675,7,4899.93,12/13/2024
2763,1019,1,6.48,12/13/2024
2741,1863,3,71.98,12/13/2024
2741,957,1,3.15,12/13/2024
3966,207,2,31.98,12/13/2024
3966,1752,2,71.98,12/13/2024
1378,566,9,120.15,12/13/2024
1378,1709,2,219.18,12/13/2024
1651,1067,5,28.9,12/13/2024
1651,431,2,355.96,12/13/2024
4003,1418,7,348.21,12/13/2024
4003,804,7,35.78,12/13/2024
694,365,5,447.84,12/13/2024
1810,524,4,7.04,12/13/2024
1810,145,3,8.73,12/13/2024
1810,1491,1,29.29,12/13/2024
1810,550,3,8.64,12/13/2024
4918,811,3,2.69,12/13/2024
4918,726,3,2.93,12/13/2024
1888,1141,3,22.92,12/13/2024
4534,1316,6,100.7,12/13/2024
4534,145,2,2.33,12/13/2024
4534,787,5,10.78,12/13/2024
4534,940,12,58.37,12/13/2024
4534,891,3,40.97,12/13/2024
4534,1823,5,71.96,12/13/2024
4534,1285,2,10.37,12/13/2024
4534,747,2,1.19,12/13/2024
3609,776,2,46.67,12/13/2024
3609,18,1,119.83,12/13/2024
3609,1572,2,119.98,12/13/2024
2388,999,2,6.3,12/13/2024
1367,1149,5,279.9,12/13/2024
1367,1525,5,619.95,12/13/2024
1367,1026,2,4.36,12/13/2024
1367,899,2,15.28,12/13/2024
4300,1720,7,699.93,12/13/2024
4300,554,7,22.96,12/13/2024
4300,252,4,38.6,12/13/2024
4300,602,3,6.63,12/13/2024
4300,867,3,23.34,12/13/2024
4300,89,3,1067.94,12/13/2024
886,572,1,10.16,12/13/2024
886,865,6,101.88,12/13/2024
1883,364,4,343.92,12/13/2024
1883,1024,1,40.99,12/13/2024
1883,872,5,63.9,12/13/2024
4551,1257,3,19.44,12/13/2024
4609,1401,4,124.61,12/13/2024
4609,960,3,7.56,12/13/2024
4649,1347,3,85.22,12/13/2024
2504,877,8,287.52,12/13/2024
2504,425,2,37.68,12/13/2024
2504,1128,2,19.98,12/13/2024
2504,581,7,20.58,12/13/2024
2504,728,2,17.38,12/13/2024
563,296,2,204.6,12/13/2024
563,921,4,8.72,12/13/2024
563,1157,1,6.48,12/13/2024
563,1680,2,686.32,12/13/2024
563,1418,1,62.18,12/13/2024
974,456,2,644.08,12/13/2024
974,914,2,5.84,12/13/2024
974,774,2,12.76,12/13/2024
974,1698,1,10.95,12/13/2024
974,1622,2,599.98,12/13/2024
994,198,6,8.35,12/13/2024
2644,599,2,3.64,12/13/2024
2644,803,7,159.77,12/13/2024
447,1417,2,122.48,12/13/2024
447,340,7,2244.48,12/13/2024
447,802,3,62.31,12/13/2024
447,323,2,455.1,12/13/2024
2463,85,1,195.18,12/13/2024
3749,390,3,362.94,12/13/2024
3749,836,2,11.54,12/13/2024
326,613,3,53.94,12/13/2024
349,1858,1,9.99,12/13/2024
349,833,3,125.76,12/13/2024
349,777,5,25.32,12/13/2024
225,693,4,46.8,12/13/2024
1130,1507,9,447.93,12/13/2024
3712,317,2,109.48,12/13/2024
3712,1413,3,272.94,12/13/2024
3712,1212,3,19.44,12/13/2024
3712,1373,4,31.92,12/13/2024
4196,1169,2,22.38,12/13/2024
681,763,5,16.52,12/13/2024
4367,653,4,5.18,12/13/2024
1221,789,6,50.11,12/13/2024
2657,1429,3,27.93,12/13/2024
242,1009,4,11.56,12/13/2024
1915,69,2,172.5,12/13/2024
1915,1832,3,179.97,12/13/2024
2770,1561,3,258.7,12/13/2024
352,1854,7,1322.93,12/13/2024
352,537,2,3.76,12/13/2024
3576,873,1,21.74,12/13/2024
3576,1826,5,7.92,12/13/2024
333,837,7,12.1,12/13/2024
333,1372,6,485.88,12/13/2024
333,1131,4,25.92,12/13/2024
333,1296,2,197.58,12/13/2024
3134,468,4,81.92,12/13/2024
3134,1850,8,889.54,12/13/2024
3134,118,3,892.22,12/13/2024
3134,1149,4,223.92,12/13/2024
3134,1071,4,23.12,12/13/2024
4418,1143,3,15.55,12/13/2024
4418,220,4,15.71,12/13/2024
4418,1340,2,24.67,12/13/2024
4418,258,1,55.97,12/13/2024
2185,1519,9,431.93,12/13/2024
2185,127,4,95.98,12/13/2024
2185,849,4,1088.79,12/13/2024
1934,90,3,544.01,12/13/2024
1934,847,3,1.87,12/13/2024
1934,89,3,854.35,12/13/2024
1934,1370,2,593.57,12/13/2024
1934,1320,3,338.04,12/13/2024
3472,1792,5,271.96,12/13/2024
2274,1421,1,11.21,12/13/2024
2274,732,3,9.14,12/13/2024
2274,933,7,14.07,12/13/2024
2274,638,7,41.86,12/13/2024
2274,677,2,8.54,12/13/2024
2274,47,4,579.14,12/13/2024
4809,133,2,141.37,12/13/2024
4809,742,2,3.04,12/13/2024
4809,642,1,4.5,12/13/2024
4809,591,1,4.67,12/13/2024
4809,1590,3,95.88,12/13/2024
4809,200,2,17.02,12/13/2024
4809,1561,3,258.7,12/13/2024
4809,1768,7,1931.96,12/13/2024
135,1300,9,249.75,12/13/2024
135,1702,8,255.94,12/13/2024
2105,192,3,113.79,12/13/2024
2105,1502,1,78.15,12/13/2024
2105,837,1,1.73,12/13/2024
